document_tone	sentences_tone
{'tones': [{'score': 0.789882, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.66516, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.764826, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.562986, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.667697, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.816126, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.610552, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.594308, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.642277, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.990161, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.72613, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.729136, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.767592, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.767332, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	[{'sentence_id': 0, 'text': 'kims hospital kims covid hospital r different hospital distance separate staff r working hospital kims hospital still safe peoples.dont', 'tones': [{'score': 0.742415, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'b afraid scared opd ot emergency r working before.dont', 'tones': [{'score': 0.935946, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 2, 'text': 'b panic', 'tones': [{'score': 0.979796, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]
{'tones': []}	
{'tones': [{'score': 0.579391, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.604688, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.811039, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.57724, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.73959, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.598057, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.91168, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.686214, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.741964, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.545163, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.588213, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.60639, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.659702, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.61476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	[{'sentence_id': 0, 'text': 'waste lockdown.during', 'tones': [{'score': 0.511879, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'precious time read satsahity book published sant shri asharamji bapu ashram attainspritualheightsduringlockdown', 'tones': [{'score': 0.643509, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.931627, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.597565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.879222, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.905917, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.682623, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.679774, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.852911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.805862, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.530821, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.571564, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.590548, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.872168, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.975607, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.921852, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.655555, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.518245, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.869578, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'agree.already tweeted lines.there', 'tones': []}, {'sentence_id': 1, 'text': 'must balance lockdown economia esp lower levels.let', 'tones': [{'score': 0.780589, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'vendor small shop open help poor daily', 'tones': [{'score': 0.555589, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]
{'tones': [{'score': 0.837998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.663656, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.876534, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.664438, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.769251, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.541912, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.840228, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.559069, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.738568, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.901164, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'home workouts.let', 'tones': [{'score': 0.744024, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'lockdown never stop active move dopamine.USER_MENTION USER_MENTION USER_MENTION USER_MENTION', 'tones': [{'score': 0.593203, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]
{'tones': [{'score': 0.53607, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.870553, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.866926, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.63698, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.745472, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.572485, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.676866, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.741964, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.626346, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.702803, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	[{'sentence_id': 0, 'text': 'terrible epidemic aarogya setu app good meaningful app help u fight corona virus thank prime minister shri USER_MENTION ji much.i', 'tones': [{'score': 0.504897, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'checked aarogya setu im safe', 'tones': [{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': []}	
{'tones': [{'score': 0.56148, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.506911, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.969091, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.662619, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.88853, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.582859, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.961593, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.781407, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.814643, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.568576, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.674386, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.69877, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.570005, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.519821, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.778952, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.83292, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.810728, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.898015, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.650759, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.556741, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.608767, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.688358, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.570699, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.554047, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.933436, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.772318, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.594722, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.713032, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.87232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.667276, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.53389, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.720015, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.884998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.640347, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.716147, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.591346, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.873089, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.8196, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.730335, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.70924, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.642778, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.735143, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.57558, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.661794, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.74948, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	[{'sentence_id': 0, 'text': 'forget early lock pts.was correct r like spain italy america.geometrical', 'tones': []}, {'sentence_id': 1, 'text': 'progressin rate stopped next lockdown followed strictly win battle', 'tones': []}]
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.814468, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.61732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.681337, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.652959, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.712007, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.774376, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.729903, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.748318, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.651087, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.59997, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.663387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.790077, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.724451, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.719777, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.855313, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.540353, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.56562, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.864115, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.550239, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.816179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.916964, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'covid_19 case tamilnadu showed slight fall today from72 yesterday total case rose far case recovered total death23.majority', 'tones': [{'score': 0.509806, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.607025, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'case continue single ofdelhi contact', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.760142, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.642652, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.761914, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.862225, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.796798, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.559258, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
